0,10-Jan-05,George Mason University,EDU,HACK,,Fairfax,Virginia,,,"32,000",32000,"Names, photos, and Social Security numbers of 32,000 students and staff were compromised because of a hacker attack on the University's main ID server.",Dataloss DB,2005
0,18-Jan-05,"University of California, San Diego",EDU,HACK,,San Diego,California,,,"3,500",3500,A hacker breached the security of two University computers that stored the Social Security numbers and names of students and alumni of UCSD Extension.,Dataloss DB,2005
0,22-Jan-05,University of Northern Colorado,EDU,PORT,,Greeley,Colorado,,,"15,790",15790,"A hard drive was lost or stolen. It contained information on current and former University 
            employees and their beneficiaries and dates back to April of 1997.Â  Names, dates of birth, SSNs, addresses, 
            bank account numbers and routing numbers may have been accessed.",Dataloss DB,2005
0,12-Feb-05,Science Applications International Corp. (SAIC),BSO,STAT,,San Diego,California,,,"45,000",45000,"On January 25 thieves broke 
            into a SAIC facility and stole computers containing personal information of past and current employees. Stolen information 
            included names, Social Security numbers, addresses, phone numbers and records of financial 
            transactions.",Dataloss DB,2005
0,15-Feb-05,ChoicePoint,BSO,INSD,,Alpharetta,Georgia,,,"163,000",163000,"Fraudsters who presented themselves as legitimate ChoicePoint customers purchased data profiles from ChoicePoint on individuals and used that data to commit identity theft. The initial number of affected records was estimated at 145,000 
                but was later revised to 163,000. 
                UPDATE(1/26/06): 
                ChoicePoint settled with the Federal 
                Trade Commission for $10 million in civil penalties and $5 
                million for consumer redress.
                UPDATE (12/06/06): 
                The FTC 
                announced that victims of identity theft as a result of the 
                data breach who had out-of-pocket expenses can now be reimbursed. 
                The claims deadline is Feb. 4, 2007.
                UPDATE (06/24/07): 
                Starting Dec. 2006, the FTC began mailing claims forms to victims 
                of the breach. Its Web 
                site provides information about the claims process. Deadline 
                is Aug. 18, 2007. Victims can be reimbursed for out-of-pocket 
                expenses resulting from identity theft connected to the breach. 
                Call (888) 884-8772, or email cpredress@ftc.gov. 
                UPDATE (11/04/07): 
                Since its 2005 data security incident, ChoicePoint has implemented 
                enhancements to its privacy and information security framework 
                including the establishment of an Office of Privacy, Ethics and 
                Compliance to reinforce the responsible use and protection of 
                information at ChoicePoint through policies and procedures, audit 
                and compliance, and outreach and education. Visit www.privacyatchoicepoint.com.
                UPDATE (1/27/08): 
                Has agreed to pay $10 million to settle a class action lawsuit",Security Breach Letter,2005
0,18-Feb-05,University of Chicago Hospital,MED,INSD,,Chicago,Illinois,,,85,85,The FBI launched an investigation into possible fraud by at least one hospital employee. As many as 85 patients may have been affected.Â  The hospital contacted all affected patients.,Dataloss DB,2005
0,25-Feb-05,Bank of America Corp.,BSF,PORT,,Charlotte,North Carolina,,,"1,200,000",1200000,"Computer tapes with credit card information, Social Security numbers, addresses and account numbers were lost.Â  Bank of America began monitoring the customer accounts on the lost tapes and said it would contact cardholders if unusual activity was detected.Â  Around 900,000 of the account holders affected were Defense Department employees.",Dataloss DB,2005
0,25-Feb-05,PayMaxx,BSF,DISC,,Miramar,Florida,,,"100,000",100000,"A software glitch at PayMaxx Inc., a Franklin, Tenn., payroll 
processing company, accidentally revealed personal financial 
information on as many as 100,000 individuals, including Social Security numbers. The problem arose in a PayMaxx feature that enabled employees to use the 
Internet to get their W-2 forms, the standard tax information form 
issued by companies to their employees. ",Dataloss DB,2005
0,8-Mar-05,"DSW Shoe Warehouse, Retail Ventures",BSR,HACK,,Columbus,Ohio,,,"1,400,000",1400000,"Credit card information from customers in 25 states was compromised. UPDATE (04/19/2005): An additional 
              
              1,300,000 customers were added to the initial estimate of 100,000.UPDATEÂ (08/23/2012): DSW was locked in a dispute with National Union over insurance coverage. Â A federal appellate court ruled that DSW was entitled to insurance coverage of more than $6.8 million in stipulated losses and prejudgment interest.",Dataloss DB,2005
0,10-Mar-05,LexisNexis,BSO,INSD,,Dayton,Ohio,,,"310,000",310000,"Unauthorized individuals used IDs and passwords of legitimate 
customers to obtain consumers' Social Security numbers, driver's license
 numbers, and names and addresses. 
     Most of the breaches were at the company's subsidiary 
Seisint Inc., based in Florida. UPDATE (4/12/05) An internal investigation at LexisNexis has uncovered evidence that an additional 280,000 records may have been involved in this breach, increasing the total from 30,000 to 310,000.UPDATE
            (06/30/06): Five men were arrested in connection with this 
            breach.",Dataloss DB,2005
0,11-Mar-05,"University of California, Berkeley",EDU,PORT,,Berkeley,California,,,"98,369",98369,"A laptop containing the Social Security numbers of doctoral degree recipients from 1976 to 1999, graduate students enrolled between 1989 and 2003, and graduate school applicants between fall 2001 and spring of 2004 was stolen.Â  Birth dates and addresses for about one-third of the affected people were also on the laptop.",Dataloss DB,2005
0,11-Mar-05,Kaiser Permanente,MED,DISC,,Oakland,California,,,140,140,"A disgruntled employee 
            posted information on her blog noting that Kaiser Permanente included 
            private patient information on systems diagrams posted on the Web. 
            
            UPDATE (6/21/2005): The California Department of Managed 
            Health Care fined Kaiser $200,000 for exposing the confidential health 
            information.",Dataloss DB,2005
0,11-Mar-05,Boston College,EDU,HACK,,Boston,Massachusetts,,,"120,000",120000,A hacker gained access to a phone banking database that included alumni addresses and Social Security numbers.,Dataloss DB,2005
0,12-Mar-05,Las Vegas Department of Motor Vehicles (LV DMV),GOV,STAT,,Las Vegas,Nevada,,,"8,900",8900,"A computer and holographic 
laminate materials were stolen from the Donovan office of the DMV in 
North Las Vegas. UPDATE. The equipment was 
recovered on June 1. ",Dataloss DB,2005
0,20-Mar-05,Northwestern University,EDU,HACK,,Evanston,Illinois,,,"17,500",17500,"Hackers gained access to multiple computers and gathered user ID and password information from the University's network.Â  The personal information for around 500 faculty members, 2000 staff members, and 14,000 alumni was compromised.Â  ",Media,2005
0,20-Mar-05,"University of Nevada, Las Vegas",EDU,HACK,,Las Vegas,Nevada,,,"5,000",5000,A hacker was caught accessing the University's server and may have gotten information from the Student Exchange and Visitor Information System (SEVIS).,Dataloss DB,2005
0,16-Mar-05,"California State University, Chico",EDU,HACK,,Chico,California,,,"59,000",59000,"A university housing and food service computer server containing names and Social Security numbers of faculty, staff, students, former students, and prospective students was hacked.",Dataloss DB,2005
0,25-Mar-05,Purdue University,EDU,HACK,,West Lafayette,Indiana,,,NULL,1200,"Computers in the College              of Liberal Arts' Theater Dept. were hacked, exposing personal information              of employees, students, graduates, and business affiliates.",Dataloss DB,2005
0,14-May-05,Georgia Technology Authority (GTA),GOV,INSD,,Atlanta,Georgia,,,"465,000",465000,"A former computer programmer for Georgia Technology Authority downloaded state driver's license information which contained names, addresses, driver's license numbers, and in some cases Social Security numbers.",Dataloss DB,2005
0,5-Apr-05,MCI,BSO,PORT,,Colorado Springs,Colorado,,,"16,500",16500,"A laptop containing names and Social Security numbers of current and
former employees was stolen from the car trunk of an MCI financial
analyst.Â  An MCI spokesperson stated that MCI would continue its policy
of allowing laptops to be taken home by employees and will evaluate new
security technologies.",Dataloss DB,2005
0,5-Apr-05,"University of California, Davis",EDU,HACK,,Davis,California,,,"1,100",1100,"The names and Social Security 
            numbers of students, faculty, visiting speakers and staff may have 
            been compromised when a hacker accessed a main computer.",Dataloss DB,2005
0,6-Apr-05,"University of California, San Francisco (UCSF)",EDU,HACK,,San Francisco,California,,,"7,000",7000,"A server in the accounting 
            and personnel departments was hacked. It contained information on 
            7,000 students, faculty, and staff members. The affected individuals 
            were notified March 23.",Dataloss DB,2005
0,8-Apr-05,Eastern National,NGO,HACK,,Ft. Washington,Pennsylvania,,,"15,000",15000,"A hacker gained access to a server containing the names, credit card information, and billing addresses of 15,000 customers.Â  Letters were mailed to all customers who bought products through the educational website for national parks.",Dataloss DB,2005
0,8-Apr-05,San Jose Medical Group,MED,STAT,,San Jose,California,,,"187,000",187000,"UPDATE(10/10/07): 
              A former branch manager at the San Jose Medical Group has been sentenced 
              to almost two years in prison for stealing medical records for about 
              187,000 patients. The accused pleaded guilty in May to one count 
              of health care-related theft after he stole computer equipment from 
              his former employer, including a DVD that contained patients' names, 
              Social Security numbers, medical diagnoses and other information.",Dataloss DB,2005
0,11-Apr-05,Tufts University,EDU,HACK,,Boston,Massachusetts,,,"106,000",106000,The University's donor database was breached sometime in late 2004. Â The database was managed by a software company for nonprofit organizations named RuffaloCODY. Â Letters were sent to the alumni who may have had their personal information stolen.,Dataloss DB,2005
0,15-Apr-05,"Polo Ralph Lauren, HSBC",BSR,HACK,,New York,New York,,,"180,000",180000,"Credit card data was stolen. Individuals holding the HSBC-issued General Motors Mastercard were told their cards should be replaced.              UPDATE(07/10/07): U.S. Secret Service 
              agents found Ralph Polo Lauren customers' credit card numbers in 
              the hands of Eastern European cyber thieves who created high-quality 
              counterfeit credit cards. Victims are from the U.S., Europe, Asia 
              and Canada, among other places, Several Cuban nationals in Florida 
              were arrested with more than 200,000 credit card account numbers.",Dataloss DB,2005
0,15-Apr-05,California Department of Health Services,GOV,PORT,,Sacramento,California,,,"21,600",21600,"A laptop containing the names, Social Security numbers, and medical information of Medi-Cal beneficiaries was stolen from the car trunk of an employee.Â  The Department of Health Services began notifying beneficiaries in late May.",Dataloss DB,2005
0,20-Apr-05,TD Ameritrade,BSF,PORT,,Omaha,Nebraska,,,"200,000",200000,"A backup tape was lost, stolen, or accidentally destroyed while being shipped.Â  The tape contained account information from clients or former clients between the years of 2001 and 2003.Â  Ameritrade notified the affected clients and offered one free year of credit protection services.",Dataloss DB,2005
0,21-Apr-05,Carnegie Mellon University,EDU,HACK,,Pittsburgh,Pennsylvania,,,"19,000",19000,"The compromised information included Social Security numbers and grades from master's alumni classes 1997 through 2004, job offer information from master's alumni classes 1985 through 2004, contact information for all alumni, and Social Security numbers and grades from doctoral students enrolled between 1998 and 2004.Â  Between 5,000 and 6,000 of those affected had their credit card information and Social Security numbers compromised. Emails and letters were sent to those who were affected.",Dataloss DB,2005
0,26-Apr-05,Michigan State University's Wharton Center,EDU,HACK,,East Lansing,Michigan,,,"40,000",40000,A hacker may have stolen the credit card information of visitors attending a performing arts venue.Â  Warnings were sent to Wharton visitors who used their credit cards anytime between September of 2003 and the incident.,Dataloss DB,2005
0,26-Apr-05,Christus St. Joseph's Hospital,MED,STAT,,Houston,Texas,,,"16,000",16000,"Two computers used for converting paper medical records into digital files were stolen.Â  One of the computers contained Social Security numbers and medical records for hundreds of patients.Â  Letters were sent to about 16,000 patients.",Dataloss DB,2005
0,28-Apr-05,Georgia Southern University,EDU,HACK,,Stateboro,Georgia,,,"20,000",20000,"Hackers accessed a University server which contained thousands of credit card and Social Security numbers collected over three years.Â  Students who received bookstore credit through scholarship or financial aid between the fall 2003 and spring of 2005 semesters, and anyone who made credit purchases at campus stores, stadium, or website are at risk.Â  Email alerts were sent to students and alumni.",Dataloss DB,2005
0,28-Apr-05,"Wachovia, Bank of America, PNC Financial Services Group and Commerce Bancorp",BSF,INSD,,Hackensack,New Jersey,,,"676,000",676000,Bank employees illegally sold account information to someone posing as a collection agency.  Customers affected were notified and received one year of free credit monitoring services. ,Dataloss DB,2005
0,29-Apr-05,Oklahoma State University,EDU,PORT,,Stillwater,Oklahoma,,,"37,000",37000,A laptop used for student job placement seminars was lost or stolen.Â  It contained the Social Security numbers of current and former students.,Dataloss DB,2005
0,2-May-05,"Time Warner, Iron Mountain Inc.",BSO,PORT,,New York,New York,,,"600,000",600000,Backup tapes containing the personal information of current and former employees from as far back as 1986 was lost or stolen during shipping. An 800 number was set up to answer questions and provide free credit monitoring for one year.UPDATEÂ (5/3/2005): A contractor named Iron Mountain Inc. lost the tapes during shipping.Â ,Dataloss DB,2005
0,4-May-05,Colorado Health Department,GOV,PORT,,Denver,Colorado,,,"1,600",1600,"A laptop containing Social Security numbers, medical records, family medical history, and addresses was stolen from an employee's car.Â  The State Health Department is not monitoring the affected group and has only contacted some of the families involved.",Dataloss DB,2005
